alert_text,mdc_source,physioid,mdc_alert,alert_code,alert_kind,severity,source_label,source_description
** <iTemp Label> High,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,iTtymp   ,Tympanic Temperature (infrared)
** <iTemp Label> Low,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,iTtymp   ,Tympanic Temperature (infrared)
<iTemp Label> Cal Required,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,iTtymp   ,Tympanic Temperature (infrared)
<iTemp Label> Malfunction,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,iTtymp   ,Tympanic Temperature (infrared)
<iTemp Label> Meas Failed,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_MSMT_FAIL,356,INOP,HARD_INOP,iTtymp   ,Tympanic Temperature (infrared)
<iTemp Label> Overrange,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,iTtymp   ,Tympanic Temperature (infrared)
<iTemp Label> Overrange,NOM_TEMP_TYMP_INFRARED,195403,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,iTtymp   ,Tympanic Temperature (infrared)
** <iTemp Label> High,NOM_TEMP_ART_INFRARED,195602,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,iTart,Arterial Temperature (infrared)
** <iTemp Label> Low,NOM_TEMP_ART_INFRARED,195602,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,iTart,Arterial Temperature (infrared)
<iTemp Label> Malfunction,NOM_TEMP_ART_INFRARED,195602,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,iTart,Arterial Temperature (infrared)
<iTemp Label> Meas Failed,NOM_TEMP_ART_INFRARED,195602,NOM_EVT_MSMT_FAIL,356,INOP,HARD_INOP,iTart,Arterial Temperature (infrared)
<iTemp Label> Overrange,NOM_TEMP_ART_INFRARED,195602,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,iTart,Arterial Temperature (infrared)
<iTemp Label> Overrange,NOM_TEMP_ART_INFRARED,195602,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,iTart,Arterial Temperature (infrared)
!! Cuff Not Deflat,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_CUFF_NOT_DEFLATED,230,INOP,YELLOW_ALARM,NBP ,Non-invasive blood pressure 
!! Cuff Overpress,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_CUFF_INFLAT_OVER,232,INOP,YELLOW_ALARM,NBP ,Non-invasive blood pressure 
NBP Check Cuff,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_NBP_CUFF_DISCONN_OR_LEAK,456,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
NBP Equip Malf,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
NBP Interrupted,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_MSMT_INTERRUP,362,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
NBP Measure Failed,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_MSMT_FAIL,356,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
cl NBP No Cradle,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_SENSOR_CHECK_CRADLE,62046,INOP,SOFT_INOP,NBP ,Non-invasive blood pressure 
NBP Neo Patient?,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_PAT_TYPE_UNSUPPORTED,62042,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
NBP Cal Overdue Unknwn,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
NBP Svc Required,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_ADVIS_SVC_REQD,61864,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
NBP Artifact,MDC_PRESS_BLD_NONINV,150020,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,HARD_INOP,NBP ,Non-invasive blood pressure 
** NBPd High,MDC_PRESS_BLD_NONINV_DIA,150022,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,NBPd ,Non-invasive blood pressure (diastolic) 
** NBPd Low,MDC_PRESS_BLD_NONINV_DIA,150022,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,NBPd ,Non-invasive blood pressure (diastolic) 
** NBPm High,MDC_PRESS_BLD_NONINV_MEAN,150023,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,NBPm ,Non-invasive blood pressure (mean) 
** NBPm Low,MDC_PRESS_BLD_NONINV_MEAN,150023,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,NBPm ,Non-invasive blood pressure (mean) 
** NBPs High,MDC_PRESS_BLD_NONINV_SYS,150021,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,NBPs ,Non-invasive blood pressure (systolic) 
** NBPs Low,MDC_PRESS_BLD_NONINV_SYS,150021,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,NBPs ,Non-invasive blood pressure (systolic) 
**TOFcnt High,NOM_TRAIN_OF_FOUR_CNT,194731,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,TOFcnt ,Train of Four (TOF) count - number of TOF responses 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD,150016,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,P ,Generic Invasive Pressure 
*** <Pressure Label> Disconnect,MDC_PRESS_BLD,150016,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,P ,Generic Invasive Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD,150016,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,P ,Generic Invasive Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD,150016,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,P ,Generic Invasive Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD,150016,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,P ,Generic Invasive Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD,150016,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,P ,Generic Invasive Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD,150016,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,P ,Generic Invasive Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD,150016,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,P ,Generic Invasive Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD,150016,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,P ,Generic Invasive Pressure 
!!!<Pressure Label> No Pulse,MDC_PRESS_BLD,150016,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,P ,Generic Invasive Pressure 
<Pressure Label> Noisy Signal,MDC_PRESS_BLD,150016,NOM_EVT_NOISY,74,INOP,HARD_INOP,P ,Generic Invasive Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_AORT,150028,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,Ao ,Aortic Blood Pressure 
*** <Pressure Label> Disconnect,MDC_PRESS_BLD_AORT,150028,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,Ao ,Aortic Blood Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_AORT,150028,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,Ao ,Aortic Blood Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_AORT,150028,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,Ao ,Aortic Blood Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_AORT,150028,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Ao ,Aortic Blood Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_AORT,150028,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Ao ,Aortic Blood Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_AORT,150028,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Ao ,Aortic Blood Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_AORT,150028,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Ao ,Aortic Blood Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_AORT,150028,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,Ao ,Aortic Blood Pressure 
!!!<Pressure Label> No Pulse,MDC_PRESS_BLD_AORT,150028,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,Ao ,Aortic Blood Pressure 
<Pressure Label> Noisy Signal,MDC_PRESS_BLD_AORT,150028,NOM_EVT_NOISY,74,INOP,HARD_INOP,Ao ,Aortic Blood Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_ART,150032,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,ART ,Arterial Blood Pressure 
*** <Pressure Label> Disconnect,MDC_PRESS_BLD_ART,150032,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,ART ,Arterial Blood Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_ART,150032,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,ART ,Arterial Blood Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_ART,150032,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,ART ,Arterial Blood Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_ART,150032,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,ART ,Arterial Blood Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_ART,150032,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,ART ,Arterial Blood Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_ART,150032,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,ART ,Arterial Blood Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_ART,150032,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,ART ,Arterial Blood Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_ART,150032,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,ART ,Arterial Blood Pressure 
!!!<Pressure Label> No Pulse,MDC_PRESS_BLD_ART,150032,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,ART ,Arterial Blood Pressure 
<Pressure Label> Noisy Signal,MDC_PRESS_BLD_ART,150032,NOM_EVT_NOISY,74,INOP,HARD_INOP,ART ,Arterial Blood Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,ABP ,Arterial Blood Pressure 
*** <Pressure Label> Disconnect,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,ABP ,Arterial Blood Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,ABP ,Arterial Blood Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,ABP ,Arterial Blood Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,ABP ,Arterial Blood Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,ABP ,Arterial Blood Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,ABP ,Arterial Blood Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,ABP ,Arterial Blood Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,ABP ,Arterial Blood Pressure 
!!!<Pressure Label> No Pulse,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,ABP ,Arterial Blood Pressure 
<Pressure Label> Noisy Signal,MDC_PRESS_BLD_ART_ABP,150036,NOM_EVT_NOISY,74,INOP,HARD_INOP,ABP ,Arterial Blood Pressure 
!!! <Pressure Label> Overrange,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,BAP ,Brachial Arterial Pressure 
*** <Pressure Label> Disconnect,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,BAP ,Brachial Arterial Pressure 
<Pressure Label> Artifact,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,BAP ,Brachial Arterial Pressure 
<Pressure Label> Change Scale,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,BAP ,Brachial Arterial Pressure 
<Pressure Label> Deactivated,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,BAP ,Brachial Arterial Pressure 
<Pressure Label> Equip Malf,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,BAP ,Brachial Arterial Pressure 
<Pressure Label> No Transducer,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,BAP ,Brachial Arterial Pressure 
<Pressure Label> Unplugged,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,BAP ,Brachial Arterial Pressure 
<Pressure Label> Zero+Check Cal,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,BAP ,Brachial Arterial Pressure 
!!!<Pressure Label> No Pulse,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,BAP ,Brachial Arterial Pressure 
<Pressure Label> Noisy Signal,NOM_PRESS_BLD_ART_BRACHIAL,192704,NOM_EVT_NOISY,74,INOP,HARD_INOP,BAP ,Brachial Arterial Pressure 
!!! <Pressure Label> Overrange,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,FAP ,Femoral Arterial Pressure 
*** <Pressure Label> Disconnect,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,FAP ,Femoral Arterial Pressure 
<Pressure Label> Artifact,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,FAP ,Femoral Arterial Pressure 
<Pressure Label> Change Scale,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,FAP ,Femoral Arterial Pressure 
<Pressure Label> Deactivated,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,FAP ,Femoral Arterial Pressure 
<Pressure Label> Equip Malf,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,FAP ,Femoral Arterial Pressure 
<Pressure Label> No Transducer,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,FAP ,Femoral Arterial Pressure 
<Pressure Label> Unplugged,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,FAP ,Femoral Arterial Pressure 
<Pressure Label> Zero+Check Cal,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,FAP ,Femoral Arterial Pressure 
!!!<Pressure Label> No Pulse,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,FAP ,Femoral Arterial Pressure 
<Pressure Label> Noisy Signal,NOM_PRESS_BLD_ART_FEMORAL,192700,NOM_EVT_NOISY,74,INOP,HARD_INOP,FAP ,Femoral Arterial Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,PAP ,Pulmonary Artery Occlusion Pressure 
*** <Pressure Label> Disconnect,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
!!!<Pressure Label> No Pulse,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,PAP ,Pulmonary Artery Occlusion Pressure 
<Pressure Label> Noisy Signal,MDC_PRESS_BLD_ART_PULM,150044,NOM_EVT_NOISY,74,INOP,HARD_INOP,PAP ,Pulmonary Artery Occlusion Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,UAP ,Umbilical Arterial Pressure 
*** <Pressure Label> Disconnect,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,UAP ,Umbilical Arterial Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,UAP ,Umbilical Arterial Pressure 
!!!<Pressure Label> No Pulse,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,UAP ,Umbilical Arterial Pressure 
<Pressure Label> Noisy Signal,MDC_PRESS_BLD_ART_UMB,150056,NOM_EVT_NOISY,74,INOP,HARD_INOP,UAP ,Umbilical Arterial Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,LAP ,Left Atrial Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,LAP ,Left Atrial Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,LAP ,Left Atrial Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,LAP ,Left Atrial Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,LAP ,Left Atrial Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,LAP ,Left Atrial Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,LAP ,Left Atrial Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,LAP ,Left Atrial Pressure 
LAP Noisy Signal,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_NOISY,74,INOP,HARD_INOP,LAP ,Left Atrial Pressure 
LAP Non-Pulsatile,MDC_PRESS_BLD_ATR_LEFT,150064,NOM_EVT_WAVE_OSCIL_ABSENT,442,INOP,HARD_INOP,LAP ,Left Atrial Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,RAP ,Right Atrial Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,RAP ,Right Atrial Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,RAP ,Right Atrial Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,RAP ,Right Atrial Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,RAP ,Right Atrial Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,RAP ,Right Atrial Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,RAP ,Right Atrial Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,RAP ,Right Atrial Pressure 
RAP Noisy Signal,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_NOISY,74,INOP,HARD_INOP,RAP ,Right Atrial Pressure 
RAP Non-Pulsatile,MDC_PRESS_BLD_ATR_RIGHT,150068,NOM_EVT_WAVE_OSCIL_ABSENT,442,INOP,HARD_INOP,RAP ,Right Atrial Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,CVP ,Central Venous Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,CVP ,Central Venous Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,CVP ,Central Venous Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,CVP ,Central Venous Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,CVP ,Central Venous Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,CVP ,Central Venous Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,CVP ,Central Venous Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,CVP ,Central Venous Pressure 
CVP Noisy Signal,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_NOISY,74,INOP,HARD_INOP,CVP ,Central Venous Pressure 
CVP Non-Pulsatile,MDC_PRESS_BLD_VEN_CENT,150084,NOM_EVT_WAVE_OSCIL_ABSENT,442,INOP,HARD_INOP,CVP ,Central Venous Pressure 
!!! <Pressure Label> Overrange,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,UVP ,Umbilical Venous Pressure 
<Pressure Label> Artifact,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,UVP ,Umbilical Venous Pressure 
<Pressure Label> Change Scale,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,UVP ,Umbilical Venous Pressure 
<Pressure Label> Deactivated,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,UVP ,Umbilical Venous Pressure 
