Group,REFID,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,PART,CODE10,Description,DisplayName,Vendor_UOM,UOM_MDC,UOM_UCUM,Enum_Values,External_Sites,Vendor_ID,Vendor_Status,Vendor_Sort,Vendor_Comment,Vendor_VMD,Vendor_Discussion,General_Discussion,Tags
TEMP,MDC_TEMP_NASOPH,150380,,"","","","",2,19308,"Nasopharynx Temperature 2",Nasopharynx Temp 2,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"nasopharynx","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_NASOPH,150380,,"","","","",2,19308,"Nasopharynx Temperature 3",Nasopharynx Temp 3,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"nasopharynx","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_NASOPH,150380,,"","","","",2,19308,"Nasopharynx Temperature 4",Nasopharynx Temp 4,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"nasopharynx","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_ORAL,188424,,"Temperature |  | Oral | Body","Oral temperature","T","Oral temperature",2,57352,"Oral Temperature",Oral Temp ,"1/10  cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,,GDN,,"oral"," ",,,
TEMP,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature T1",Rectal Temp T1,"1/10  cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"rectal","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature T2",Rectal Temp T2,"1/10  cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"rectal","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature Index 1",Rectal Temp 1 ,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"rectal","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature Index 2",Rectal Temp 2,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"rectal","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature Index 3",Rectal Temp 3,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"rectal","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature Index 4",Rectal Temp 4,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"rectal","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_ROOM,188508,"A.7.11.1","Temperature | | Room | Ambient","Room temperature",,"Room temperature",2,57436,"Room Temperature (No Index ) ",Room Temp ,"1/10 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"room","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_ROOM,188508,"A.7.11.1","Temperature | | Room | Ambient","Room temperature",,"Room temperature",2,57436,"Room Temperature Index 1",Room Temp 1,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"room","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_ROOM,188508,"A.7.11.1","Temperature | | Room | Ambient","Room temperature",,"Room temperature",2,57436,"Room Temperature Index 2",Room Temp 2,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"room","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_ROOM,188508,"A.7.11.1","Temperature | | Room | Ambient","Room temperature",,"Room temperature",2,57436,"Room Temperature Index 3",Room Temp 3,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"room","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_ROOM,188508,"A.7.11.1","Temperature | | Room | Ambient","Room temperature",,"Room temperature",2,57436,"Room Temperature Index 4",Room Temp 4,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"room","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature T1",Skin Temp T1,"1/10 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"skin ","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature T2",Skin Temp T2,"1/10 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"skin ","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature Index  1 ",Skin Temp 1,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"skin ","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature Index  2",Skin Temp 2,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"skin ","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature Index  3 ",Skin Temp 3,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"skin ","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature Index 4 ",Skin Temp 4,"1/100 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"skin ","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_BODY,150364,,"","","","",2,19292,"Surface Temperature (no index) ",Surface Temp ,"1/10 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"surface","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_BODY,150364,,"","","","",2,19292,"Surface Temperature Index 1  ",Surface Temp 1,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"surface","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_BODY,150364,,"","","","",2,19292,"Surface Temperature Index 2",Surface Temp 2,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"surface","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_BODY,150364,,"","","","",2,19292,"Surface Temperature Index 3",Surface Temp 3,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"surface","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_BODY,150364,,"","","","",2,19292,"Surface Temperature Index 4",Surface Temp 4,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"surface","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_BODY,150364,,"","","","",2,19292,"Surface Mean Temperature",Surface Mean Temp ,"1/10 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"surface mean "," ",,,
TEMP,MDC_TEMP_TOE,188448,,"Temperature |  | Toe | Body","Toe surface temperature","","Surface temperature measured at toe (reflects blood circulation)",2,57376,"Toe Temperature",Toe Temp,"1/10 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,,GDN,,"toe"," ",,,
TEMP,MDC_TEMP_TYMP,150392,,"","","","",2,19320,"Tympanic Temperature (no index) ",Tympanic Temp,"1/10 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"tympanic","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_TYMP,150392,,"","","","",2,19320,"Tympanic Temperature (Index 1) ",Tympanic Temp 1,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"tympanic","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_TYMP,150392,,"","","","",2,19320,"Tympanic Temperature (Index 2) ",Tympanic Temp 2,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"tympanic","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_TYMP,150392,,"","","","",2,19320,"Tympanic Temperature (Index 3) ",Tympanic Temp 3,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"tympanic","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_TYMP,150392,,"","","","",2,19320,"Tympanic Temperature (Index 4) ",Tympanic Temp 4,"1/100 cel ",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,GE,GDN,,"tympanic","MDC_DEV_METER_TEMP_VMD",,,
TEMP,MDC_TEMP_VEN,150396,,"","","","",2,19324,"Venous Temperature",Venous Temp,"1/10 cel",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,,GDN,,"venous","",,,
GASDLV_AA_DESFL,MDC_CONC_GASDLV_DESFL,152052,"A.7.4.8","Concentration | Partial Pressure | Desflurane, Gas | Gas Delivery System or Circuit","Concentration desflurane (gas delivery system or circuit)",,"Concentration of desflurane in airway gas in the system or circuit conducting gas to and from the patient",2,20980," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_DESFL,MDC_CONC_GASDLV_DESFL_INSP,152200,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Desflurane, Gas | Gas Delivery System or Circuit","Concentration airway desflurane inspiratory (gas delivery system or circuit)",,"Concentration of desflurane in airway gas measured during inspiration in the system or circuit conducting gas to the patient",2,21128," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_INSP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_DESFL,MDC_CONC_GASDLV_DESFL_EXP,152140,"A.7.4.8","Concentration | Partial Pressure, Expiration | Desflurane, Gas | Gas Delivery System or Circuit","Concentration airway desflurane expiratory (gas delivery system or circuit)",,"Concentration of desflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient",2,21068," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_EXP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL,152024,"A.7.4.8","Concentration | PartialPressure | Desflurane, Gas | Airway","Concentration (or partial pressure) of desflurane in airway gas","%Desflurane","Measured partial pressure of desflurane in airway gas",2,20952," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL_INSP,152168,"A.7.4.8","Concentration | PartialPressure, Inspiration | Desflurane, Gas | Airway","Inspiratory desflurane concentration (or partial pressure) in airway gas",,"Partial pressure of desflurane in airway gas measured during inspiration",2,21096," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_DESFL,MDC_CONC_AWAY_DESFL_EXP,152112,"A.7.4.8","Concentration | PartialPressure, Expiration | Desflurane, Gas | Airway","Expired desflurane concentration (or partial pressure) in airway gas",,"Partial pressure of desflurane in airway gas measured during expiration",2,21040," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_DESFL,MDC_VOL_DELIV_DESFL_LIQUID_CASE,152900,"A.7.4.8","Volume | Case, Delivered | Desflurane, Liquid","Desflurane liquid delivered during a case",,"Volume (liquid) of desflurane delivered during a case, to a single patient during a single procedure.",2,21828,"Volume (liquid) of desflurane delivered during a case",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_DESFL,MDC_VOL_DELIV_DESFL_LIQUID_TOTAL,152904,"A.7.4.8","Volume | Total, Delivered | Desflurane, Liquid","Total desflurane liquid delivered",,"Total volume (liquid) of desflurane delivered",2,21832,"Total volume (liquid) of desflurane delivered", ," ",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_ENFL,MDC_CONC_GASDLV_ENFL_INSP,152204,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Enflurane, Gas | Gas Delivery System or Circuit","Concentration airway enflurane inspiratory (gas delivery system or circuit)",,"Concentration of enflurane in airway gas measured during inspiration in the system or circuit conducting gas to the patient.",2,21132," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_INSP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_ENFL,MDC_CONC_GASDLV_ENFL_EXP,152144,"A.7.4.8","Concentration | Partial Pressure, Expiration | Enflurane, Gas | Gas Delivery System or Circuit","Concentration airway enflurane expiratory (gas delivery system or circuit)",,"Concentration of enflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient",2,21072," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_EXP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL,152028,"A.7.4.8","Concentration | PartialPressure | Enflurane, Gas | Airway","Concentration (or partial pressure) of enflurane in airway gas","%Enflurane","Measured partial pressure of enflurane in airway gas",2,20956," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL_INSP,152172,"A.7.4.8","Concentration | PartialPressure, Inspiration | Enflurane, Gas | Airway","Inspiratory enflurane concentration (or partial pressure) in airway gas",,"Partial pressure of enflurane in airway gas measured during inspiration",2,21100," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_ENFL,MDC_CONC_AWAY_ENFL_EXP,152116,"A.7.4.8","Concentration | PartialPressure, Expiration | Enflurane, Gas | Airway","Expired enflurane concentration (or partial pressure) in airway gas",,"Partial pressure of enflurane in airway gas measured during expiration",2,21044," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_ENFL,MDC_VOL_DELIV_ENFL_LIQUID_CASE,152916,"A.7.4.8","Volume | Case, Delivered | Enflurane, Liquid","Enflurane liquid delivered during a case",,"Volume (liquid) of enflurane delivered during a case, to a single patient during a single procedure.",2,21844,"Volume (liquid) of enflurane delivered during a case",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_ENFL,MDC_VOL_DELIV_ENFL_LIQUID_TOTAL,152920,"A.7.4.8","Volume | Total, Delivered | Enflurane, Liquid","Total enflurane liquid delivered",,"Total volume (liquid) of enflurane delivered",2,21848,"Total volume (liquid) of enflurane delivered",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_HALOTH,MDC_CONC_GASDLV_HALOTH_INSP,152208,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Halothane, Gas | Gas Delivery System or Circuit","Concentration airway halothane inspiratory (gas delivery system or circuit)",,"Concentration of halothane in airway gas measured during inspiration in the system or circuit conducting gas to the patient",2,21136," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_INSP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_HALOTH,MDC_CONC_GASDLV_HALOTH_EXP,152148,"A.7.4.8","Concentration | Partial Pressure, Expiration | Halothane, Gas | Gas Delivery System or Circuit","Concentration airway halothane expiratory (gas delivery system or circuit)",,"Concentration of halothane in airway gas measured during expiration in the system or circuit conducting gas from the patient",2,21076," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_EXP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH,152032,"A.7.4.8","Concentration | PartialPressure | Halothane, Gas | Airway","Concentration (or partial pressure) of halothane in airway gas","%Halothane","Measured partial pressure of halothane in airway gas",2,20960," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH_INSP,152176,"A.7.4.8","Concentration | PartialPressure, Inspiration | Halothane, Gas | Airway","Inspiratory halothane concentration (or partial pressure) in airway gas",,"Partial pressure of halothane in airway gas measured during inspiration",2,21104," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_HALOTH,MDC_CONC_AWAY_HALOTH_EXP,152120,"A.7.4.8","Concentration | PartialPressure, Expiration | Halothane, Gas | Airway","Expired halothane concentration (or partial pressure) in airway gas",,"Partial pressure of halothane in airway gas measured during expiration",2,21048," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_HALOTH,MDC_VOL_DELIV_HALOTH_LIQUID_CASE,152932,"A.7.4.8","Volume | Case, Delivered | Halothane, Liquid","Halothane liquid delivered during a case",,"Volume (liquid) of halothane delivered during a case, to a single patient during a single procedure.",2,21860,"Volume (liquid) of halothane delivered during a case",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_HALOTH,MDC_VOL_DELIV_HALOTH_LIQUID_TOTAL,152936,"A.7.4.8","Volume | Total, Delivered | Halothane, Liquid","Total halothane liquid delivered",,"Total volume (liquid) of halothane delivered",2,21864,"Total volume (liquid) of halothane delivered",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_SEVOFL,MDC_CONC_GASDLV_SEVOFL_INSP,152212,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Sevoflurane, Gas | Gas Delivery System or Circuit","Concentration airway sevoflurane inspiratory (gas delivery system or circuit)",,"Concentration of sevoflurane in airway gas measured during inspiration in the system or circuit conducting gas to the patient",2,21140," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_INSP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_SEVOFL,MDC_CONC_GASDLV_SEVOFL_EXP,152152,"A.7.4.8","Concentration | Partial Pressure, Expiration | Sevoflurane, Gas | Gas Delivery System or Circuit","Concentration airway sevoflurane expiratory (gas delivery system or circuit)",,"Concentration of sevoflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient",2,21080," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_EXP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_SEVOFL,MDC_CONC_AWAY_SEVOFL,152036,"A.7.4.8","Concentration | PartialPressure | Sevoflurane, Gas | Airway","Concentration (or partial pressure) of sevoflurane in airway gas","%Sevoflurane","Measured partial pressure of sevoflurane in airway gas",2,20964," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_SEVOFL,MDC_CONC_AWAY_SEVOFL_INSP,152180,"A.7.4.8","Concentration | PartialPressure, Inspiration | Sevoflurane, Gas | Airway","Inspiratory sevoflurane concentration (or partial pressure) in airway gas",,"Partial pressure of sevoflurane in airway gas measured during inspiration",2,21108," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_SEVOFL,MDC_CONC_AWAY_SEVOFL_EXP,152124,"A.7.4.8","Concentration | PartialPressure, Expiration | Sevoflurane, Gas | Airway","Expired sevoflurane concentration (or partial pressure) in airway gas",,"Partial pressure of sevoflurane in airway gas measured during expiration",2,21052," ", ," ",_UOM_CONC_GAS ,,,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_SEVOFL,MDC_VOL_DELIV_SEVOFL_LIQUID_CASE,152980,"A.7.4.8","Volume | Case, Delivered | Sevoflurane, Liquid","Sevoflurane liquid delivered during a case",,"Volume (liquid) of sevoflurane delivered during a case, to a single patient during a single procedure.",2,21908,"Volume (liquid) of sevoflurane delivered during a case",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_SEVOFL,MDC_VOL_DELIV_SEVOFL_LIQUID_TOTAL,152984,"A.7.4.8","Volume | Total, Delivered | Sevoflurane, Liquid","Total sevoflurane liquid delivered",,"Total volume (liquid) of sevoflurane delivered",2,21912,"Total volume (liquid) of sevoflurane delivered",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_ISOFL,MDC_CONC_GASDLV_ISOFL_INSP,152216,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Isoflurane, Gas | Gas Delivery System or Circuit","Concentration airway isoflurane inspiratory (gas delivery system or circuit)",,"Concentration of isoflurane in airway gas measured during inspiration in the system or circuit conducting gas to the patient",2,21144," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_INSP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_ISOFL,MDC_CONC_GASDLV_ISOFL_EXP,152156,"A.7.4.8","Concentration | Partial Pressure, Expiration | Isoflurane, Gas | Gas Delivery System or Circuit","Concentration airway isoflurane expiratory (gas delivery system or circuit)",,"Concentration of isoflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient",2,21084," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_EXP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_ISOFL,MDC_CONC_AWAY_ISOFL,152040,"A.7.4.8","Concentration | PartialPressure | Isoflurane, Gas | Airway","Concentration (or partial pressure) of isoflurane in airway gas","%Isoflurane","Measured partial pressure of isoflurane in airway gas",2,20968," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_ISOFL,MDC_CONC_AWAY_ISOFL_INSP,152184,"A.7.4.8","Concentration | PartialPressure, Inspiration | Isoflurane, Gas | Airway","Inspiratory isoflurane concentration (or partial pressure) in airway gas",,"Partial pressure of isoflurane in airway gas measured during inspiration",2,21112," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_ISOFL,MDC_CONC_AWAY_ISOFL_EXP,152128,"A.7.4.8","Concentration | PartialPressure, Expiration | Isoflurane, Gas | Airway","Expired isoflurane concentration (or partial pressure) in airway gas",,"Partial pressure of isoflurane in airway gas measured during expiration",2,21056," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_ISOFL,MDC_VOL_DELIV_ISOFL_LIQUID_CASE,152948,"A.7.4.8","Volume | Case, Delivered | Isoflurane, Liquid","Isoflurane liquid delivered during a case",,"Volume (liquid) of isoflurane delivered during a case, to a single patient during a single procedure.",2,21876,"Volume (liquid) of isoflurane delivered during a case",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_ISOFL,MDC_VOL_DELIV_ISOFL_LIQUID_TOTAL,152952,"A.7.4.8","Volume | Total, Delivered | Isoflurane, Liquid","Total isoflurane liquid delivered",,"Total volume (liquid) of isoflurane delivered",2,21880,"Total volume (liquid) of isoflurane delivered",,"",MDC_DIM_MILLI_L,mL mL{liquid},,,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_ANESTH_VMD",,,
GASDLV_AA_N2O,MDC_CONC_GASDLV_N2O_INSP,152224,"A.7.4.8","Concentration | Partial Pressure, Inspiration | N2O, Gas | Gas Delivery System","Concentration airway nitrous oxide inspiratory (gas delivery system)",,"Concentration of nitrous oxide in airway gas measured during inspiration in the system conducting gas to the patient",2,21152," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_INSP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASDLV_AA_N2O,MDC_CONC_GASDLV_N2O_EXP,152164,"A.7.4.8","Concentration | Partial Pressure, Expiration | N2O, Gas | Gas Delivery System","Concentration airway nitrous oxide expiratory (gas delivery system)",,"Concentration of nitrous oxide in airway gas measured during expiration in the system conducting gas from the patient",2,21092," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_EXP ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
GASMON_AA_N2O,MDC_CONC_AWAY_N2O,152048,"A.7.4.8","Concentration | PartialPressure | Nitrous Oxide, Gas | Airway","Concentration (or partial pressure) of nitrous oxide in airway gas","%N<sub>2</sub>O, N<sub>2</sub>O, %Nitrous Oxide","Measured partial pressure of nitrous oxide in airway gas",2,20976," ", ," ",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Editorial-RTMV,GDN,,"","MDC_DEV_SYS_PT_VENT_VMD",,,
